Total itemsets found: 4897
Elapsed time: 5682ms
[64] - 514.22
[68] - 555.2199999999993
[47] - 561.5899999999999
[46] - 593.21
[7] - 625.9999999999998
[123] - 639.7499999999997
[88, 21] - 584.0994000000001
[79, 21] - 591.3639000000004
[94, 21] - 588.1841999999995
[36, 21] - 591.8744999999994
[90, 21] - 599.8233999999993
[55, 22] - 572.2591000000001
[22, 41] - 566.5232999999995
[22, 38] - 576.5353999999999
[22, 97] - 596.7493999999998
[22, 94] - 599.3989999999992
[22, 36] - 604.7612999999997
[22, 90] - 604.4610000000006
[44, 1] - 564.6075999999995
[44, 71] - 517.9348
[44, 67] - 555.5119000000002
[44, 41] - 534.1138999999995
[44, 97] - 622.6347999999987
[44, 94] - 594.5397999999996
[44, 36] - 588.9077
[44, 90] - 624.8185999999995
[2, 125] - 566.2590999999993
[24, 125] - 563.4760999999999
[125, 38] - 638.5596000000014
[125, 97] - 620.8170999999991
[125, 94] - 640.4320999999999
[36, 125] - 648.0973999999998
[125, 90] - 645.1415000000006
[23, 53] - 550.7477000000002
[104, 53] - 551.2951
[1, 53] - 552.5098000000002
[71, 53] - 534.4706000000004
[67, 53] - 578.7213999999998
[41, 53] - 567.4458999999995
[38, 53] - 580.6131000000005
[97, 53] - 531.5153000000004
[56, 38, 90, 42] - 544.4322938599998
[56, 94, 42, 97] - 585.8641358099997
[56, 36, 42, 97] - 587.5491039400004
[56, 90, 42, 97] - 586.10709009
[56, 36, 94, 42] - 582.3192734500011
[56, 90, 94, 42] - 581.6752743599997
[56, 36, 90, 42] - 583.4056319000009
[67, 24, 42] - 530.1219189999995
[24, 38, 97, 42] - 634.0342600899997
[24, 38, 94, 42] - 627.1832363099992
[24, 36, 38, 42] - 630.3540494699995
[24, 38, 90, 42] - 630.0673042399995
[24, 36, 94, 42, 97] - 519.5042421464
[24, 90, 94, 42, 97] - 520.9680788123003
[24, 36, 90, 42, 97] - 524.8016723871003
[24, 36, 90, 94, 42] - 517.3955820008005
[38, 71, 42] - 542.7853570000007
[71, 97, 42] - 649.3112219999997
[71, 94, 42] - 640.2284539999991
[36, 71, 42] - 646.7355140000001
[90, 71, 42] - 650.5088159999997
[67, 38, 42] - 571.0813250000003
[67, 36, 42, 97] - 509.3345688899999
[67, 90, 42, 97] - 511.9736787999997
[67, 94, 42] - 670.237800000001
[67, 36, 90, 42] - 510.3386749200007
[36, 38, 94, 42, 97] - 533.0640985756004
[38, 90, 94, 42, 97] - 531.5450271255991
[36, 38, 90, 42, 97] - 537.0875525297992
[36, 38, 90, 94, 42] - 529.9967032467014
[36, 90, 94, 42, 97] - 602.975685998599
[56, 12, 100] - 581.8599319999998
[12, 100, 24] - 583.346645
[12, 100, 97] - 577.7310740000004
[12, 100, 94] - 617.440869
[12, 100, 36] - 618.1714479999995
[12, 100, 90] - 619.624753999999
[55, 12] - 547.5584000000001
[12, 31] - 561.4579999999995
[12, 5] - 642.1552000000003
[12, 2, 38] - 571.9258779999993
[12, 2, 97] - 580.0892340000005
[12, 2, 94] - 594.7163719999999
[12, 2, 36] - 597.1520019999995
[12, 2, 90] - 601.9642419999998
[12, 104, 90] - 514.7278279999998
[12, 38, 120] - 513.6631930000007
[12, 97, 120] - 531.0343839999995
[12, 36, 120] - 507.05573600000014
[12, 90, 120] - 548.7664740000004
[12, 1, 41] - 517.1552559999999
[12, 1, 90] - 533.7169160000001
[88, 12, 79, 94] - 557.9326805900004
[88, 12, 79, 36] - 559.0438647700008
[88, 12, 79, 90] - 559.1415041900005
[88, 56, 12] - 536.7483379999996
[88, 12, 71] - 550.315195999999
[88, 67, 12] - 548.5848409999996
[88, 12, 41] - 544.692869
[88, 12, 38] - 523.6052170000006
[88, 12, 94, 97] - 550.9392934800005
[88, 12, 36, 97] - 552.6627644400003
[88, 12, 90, 97] - 554.6046370100003
[88, 12, 36, 94] - 632.2087163399992
[88, 12, 90, 94] - 633.0274162200017
[88, 12, 36, 90] - 634.5252403399992
[56, 12, 79] - 538.6959740000005
[12, 79, 71] - 552.4759270000003
[67, 12, 79] - 546.7674380000002
[12, 79, 41] - 545.3338920000003
[12, 79, 38] - 524.3830389999995
[12, 79, 94, 97] - 548.9774089999992
[12, 79, 36, 97] - 550.51213937
[12, 79, 90, 97] - 548.6200517000001
[12, 79, 36, 94] - 633.0291103700001
[12, 79, 90, 94] - 630.86723322
[12, 79, 36, 90] - 631.7010213599998
[12, 56, 24] - 583.1770290000001
[12, 56, 94, 97] - 540.4644928700002
[12, 56, 36, 97] - 539.2511948199997
[12, 56, 90, 97] - 540.5292071700004
[12, 56, 36, 94] - 541.0363616499997
[12, 56, 90, 94] - 542.8848184999998
[12, 56, 36, 90] - 541.0058717199989
[12, 24, 90, 97] - 531.5679687000003
[12, 24, 36, 94] - 515.5813726300003
[12, 24, 90, 94] - 517.7997530199997
[12, 24, 36, 90] - 517.6227334399996
[67, 12, 71] - 555.9360690000011
[12, 38, 71] - 570.8679209999999
[12, 71, 97] - 654.2883429999998
[12, 71, 94] - 662.6242000000002
[12, 36, 71] - 665.9776619999997
[12, 90, 71] - 753.1623079999999
[12, 67, 38] - 566.2043579999998
[12, 67, 97] - 645.8877429999998
[12, 67, 94] - 658.4464959999998
[12, 67, 36] - 661.1228640000003
[12, 67, 90] - 749.2672719999999
[12, 41, 97] - 521.3524810000004
[12, 94, 41] - 566.9951729999996
[12, 36, 41] - 568.0031689999993
[12, 90, 41] - 650.6826799999998
[12, 38, 90, 97] - 562.5488620800005
[12, 36, 38, 94] - 551.199342349999
[12, 38, 90, 94] - 551.0778958599994
[12, 36, 38, 90] - 556.3122986500002
[12, 36, 90, 94, 97] - 520.3384657556993
[11, 100] - 564.3886999999991
[100, 6] - 665.9428999999985
[1, 100, 31] - 550.7041980000002
[100, 79, 31] - 522.0818589999997
[100, 41, 31] - 516.99288
[100, 94, 31] - 562.282251
[100, 36, 31] - 562.6739709999995
[100, 90, 31] - 558.2043899999999
[100, 5] - 662.4616999999997
[56, 100, 2, 120] - 544.033090979999
[100, 24, 2, 120] - 552.8409125900002
[100, 2, 38, 120] - 544.9674779899998
[100, 2, 97, 120] - 551.5592442200002
[100, 2, 94, 120] - 548.8144999100007
[100, 2, 36, 120] - 548.8168792700002
[100, 2, 90, 120] - 550.0130637499993
[100, 56, 24, 2] - 549.5935735200002
[100, 56, 2, 38] - 541.7278763599996
[100, 56, 2, 97] - 549.3677040799993
[100, 56, 2, 94] - 545.1054587900005
[100, 56, 2, 36] - 547.9244665300004
[100, 56, 2, 90] - 547.8362787999995
[100, 2, 24, 38] - 550.1440513499999
[100, 2, 24, 97] - 560.2078836499999
[100, 2, 24, 94] - 555.3206533999995
[100, 2, 24, 36] - 558.2379804999998
[100, 2, 24, 90] - 559.2216748799999
[100, 2, 38, 97] - 550.0393012800009
[100, 2, 38, 94] - 546.5007018899987
[100, 2, 36, 38] - 548.166028249999
[100, 2, 38, 90] - 548.5698954399996
[100, 2, 94, 97] - 552.7605363099995
[100, 2, 36, 97] - 557.1372046900002
[100, 2, 90, 97] - 557.65811844
[100, 2, 36, 94] - 550.9185802599995
[100, 2, 90, 94] - 552.4632876800006
[100, 2, 36, 90] - 555.9911275100005
[100, 56, 24, 120] - 545.3111647100011
[100, 56, 38, 120] - 538.472917420001
[100, 56, 97, 120] - 546.9256212800001
[100, 56, 94, 120] - 542.6531720200003
[100, 56, 36, 120] - 543.6784927799999
[100, 56, 90, 120] - 542.9924012000014
[100, 24, 38, 120] - 546.8333430099998
[100, 24, 97, 120] - 578.10112119
[100, 24, 94, 120] - 575.7737095399995
[100, 24, 36, 120] - 574.3445169100005
[100, 24, 90, 120] - 574.609733150001
[100, 38, 97, 120] - 548.2614800999997
[100, 38, 94, 120] - 544.6331090299998
[100, 36, 38, 120] - 544.8184012300001
[100, 38, 90, 120] - 544.8369994800004
[100, 94, 97, 120] - 575.6061348899993
[100, 36, 97, 120] - 575.6784911500013
[100, 90, 97, 120] - 575.2183495599991
[100, 36, 94, 120] - 571.7093306099997
[100, 90, 94, 120] - 571.8964563699992
[100, 36, 90, 120] - 571.8203623100006
[100, 1, 79] - 507.1553479999996
[100, 1, 41] - 517.7370760000002
[100, 1, 94] - 547.977273
[100, 1, 36] - 546.4457270000005
[100, 1, 90] - 542.9565230000007
[88, 100, 79] - 640.1251870000004
[88, 100, 56, 24] - 600.0669363699997
[88, 100, 56, 97] - 599.5057710000001
[88, 100, 56, 94] - 597.7733461999999
[88, 100, 56, 36] - 599.0905023099995
[88, 100, 56, 90] - 595.2982808000011
[88, 100, 24, 97] - 602.7447530300008
[88, 100, 24, 94] - 600.4825849600012
[88, 100, 24, 36] - 599.8334408500014
[88, 100, 24, 90] - 597.2675762500002
[88, 100, 94, 97] - 600.5780200700008
[88, 100, 36, 97] - 601.2871083300001
[88, 100, 90, 97] - 597.9682435499998
[88, 100, 36, 94] - 627.0399971699989
[88, 100, 90, 94] - 624.2031205600006
[88, 100, 36, 90] - 623.9847697899999
[100, 56, 24, 79] - 602.2107642299997
[100, 56, 79, 97] - 598.5429921999997
[100, 56, 79, 94] - 597.7964351800007
[100, 56, 79, 36] - 597.7922507099994
[100, 56, 79, 90] - 590.6286808299993
[100, 79, 24, 97] - 635.6980275500006
[100, 79, 24, 94] - 635.9677849899996
[100, 79, 24, 36] - 632.5682825699998
[100, 79, 24, 90] - 626.9314006300001
[100, 79, 94, 97] - 631.1425639499993
[100, 79, 36, 97] - 630.0131399100009
[100, 79, 90, 97] - 623.4159560800007
[100, 79, 36, 94] - 658.9048498800006
[100, 79, 90, 94] - 652.8744976899982
[100, 79, 36, 90] - 652.0426279399983
[100, 56, 24, 38] - 542.11568824
[100, 56, 24, 94, 97] - 659.9312203227995
[100, 56, 24, 36, 97] - 658.6528635174002
[100, 56, 24, 90, 97] - 657.2656353987036
[100, 56, 24, 36, 94] - 655.8653018096016
[100, 56, 24, 90, 94] - 655.1501878131998
[100, 56, 24, 36, 90] - 653.1145507757998
[100, 56, 71] - 579.2271879999996
[67, 100, 56] - 580.9990759999995
[100, 56, 38, 97] - 544.6714073599995
[100, 56, 38, 94] - 539.6229663400003
[100, 56, 36, 38] - 542.3841241699995
[100, 56, 38, 90] - 541.0998336500008
[100, 56, 36, 94, 97] - 654.6195519588011
[100, 56, 90, 94, 97] - 653.8871000068015
[100, 56, 36, 90, 97] - 652.5649706197005
[100, 56, 36, 90, 94] - 649.2932039645007
[100, 24, 71] - 592.3894270000003
[67, 100, 24] - 598.0296759999995
[100, 24, 38, 97] - 552.3718088499999
[100, 24, 38, 94] - 549.3961058699989
[100, 24, 36, 38] - 549.5925552299989
[100, 24, 38, 90] - 549.6703975800009
[100, 24, 36, 90, 94, 97] - 509.77454253654764
[100, 71, 97] - 592.7540269999996
[100, 71, 94] - 669.4687829999996
[100, 36, 71] - 673.2924220000012
[100, 90, 71] - 671.9026960000002
[100, 67, 97] - 592.806904
[100, 67, 94] - 669.6529760000008
[100, 67, 36] - 667.9756559999998
[100, 67, 90] - 673.1783000000004
[100, 94, 41] - 514.7302710000004
[100, 36, 41] - 513.4457620000003
[100, 90, 41] - 509.9171619999999
[100, 38, 94, 97] - 549.7762052299989
[100, 36, 38, 97] - 551.8969235399986
[100, 38, 90, 97] - 551.1451001999999
[100, 36, 38, 94] - 605.5766233999994
[100, 38, 90, 94] - 605.0047229400005
[100, 36, 38, 90] - 608.5964114299994
[11, 38, 128] - 631.3671429999996
[11, 128, 97] - 605.552879000001
[11, 128, 94] - 628.7301049999992
[11, 36, 128] - 624.8177150000002
[11, 90, 128] - 631.3536859999995
[38, 6, 128] - 549.6921649999996
[6, 128, 97] - 564.506504
[6, 128, 94] - 571.8283460000001
[36, 6, 128] - 569.5644689999998
[6, 90, 128] - 574.0841800000006
[23, 57, 128, 31] - 546.9559523299989
[23, 57, 104, 128] - 577.83787064
[1, 23, 57, 128] - 574.039690360001
[56, 23, 57, 128] - 576.9605754300011
[23, 57, 128, 71] - 580.8818782400001
[67, 23, 57, 128] - 578.7368092699999
[23, 57, 128, 41] - 553.7812695100006
[23, 57, 38, 128] - 544.6468070499997
[23, 57, 128, 97] - 577.6888733800005
[23, 57, 128, 94] - 579.2175565699999
[23, 57, 36, 128] - 582.421485740001
[23, 57, 90, 128] - 579.0116611300012
[23, 104, 128, 31] - 548.6238836800003
[1, 23, 128, 31] - 543.0774881800003
[56, 23, 128, 31] - 545.4444745600007
[23, 128, 71, 31] - 549.5649287899994
[67, 23, 128, 31] - 548.9481839399997
[23, 128, 41, 31] - 554.2095741500004
[23, 38, 128, 31] - 545.0989936399999
[23, 128, 97, 31] - 546.8646889000003
[23, 128, 94, 31] - 547.8111182800002
[23, 36, 128, 31] - 552.0348280099998
[23, 90, 128, 31] - 549.7474875199999
[1, 23, 104, 128] - 574.382705959999
[56, 23, 104, 128] - 576.9354402599996
[23, 104, 128, 71] - 581.9873808799999
[67, 23, 104, 128] - 578.9316927099993
[23, 104, 128, 41] - 554.7801412299997
[23, 38, 104, 128] - 546.9613119199996
[23, 104, 128, 97] - 577.9895742299996
[23, 104, 128, 94] - 578.1111295000005
[23, 36, 104, 128] - 583.4799835100001
[23, 104, 90, 128] - 580.7035101699996
[56, 23, 1, 128] - 572.2396778199999
[23, 1, 128, 71] - 577.3446008100001
[67, 23, 1, 128] - 573.8177298700004
[23, 1, 128, 41] - 547.9867934699994
[23, 1, 38, 128] - 540.2729811599994
[23, 1, 128, 97] - 573.3936996599991
[23, 1, 128, 94] - 573.5334464999995
[23, 1, 36, 128] - 579.3524752299996
[23, 1, 90, 128] - 575.5225168099997
[23, 56, 128, 71] - 579.3111351500003
[67, 23, 56, 128] - 576.367316820001
[23, 56, 128, 41] - 551.1887877600014
[23, 56, 38, 128] - 543.1789796600003
[23, 56, 128, 97] - 575.80060018
[23, 56, 128, 94] - 576.0756374399994
[23, 56, 36, 128] - 580.5818587000011
[23, 56, 90, 128] - 576.6695376499997
[67, 23, 128, 71] - 580.7501593500001
[23, 128, 71, 41] - 555.1434969000005
[23, 38, 128, 71] - 546.8186170999996
[23, 128, 71, 97] - 580.86505116
[23, 128, 71, 94] - 580.5604725999999
[23, 36, 128, 71] - 584.7037036200006
[23, 90, 128, 71] - 582.0496776799989
[23, 67, 128, 41] - 555.1432695100004
[23, 67, 38, 128] - 547.2048293699995
[23, 67, 128, 97] - 577.635180500002
[23, 67, 128, 94] - 577.3518083800004
[23, 67, 36, 128] - 582.3209238200009
[23, 67, 90, 128] - 578.4535113399991
[23, 38, 128, 41] - 551.2591217999991
[23, 128, 41, 97] - 552.7400546100004
[23, 128, 94, 41] - 551.99749858
[23, 36, 128, 41] - 557.3135679199994
[23, 90, 128, 41] - 553.9021308800002
[23, 38, 128, 97] - 544.1608947499999
[23, 38, 128, 94] - 544.2747353899996
[23, 36, 38, 128] - 549.8237434200003
[23, 38, 90, 128] - 545.8038539299998
[23, 128, 94, 97] - 576.2355576599995
[23, 36, 128, 97] - 581.2235619699995
[23, 90, 128, 97] - 577.4273245299994
[23, 36, 128, 94] - 582.6535843799994
[23, 90, 128, 94] - 578.9179005700001
[23, 36, 90, 128] - 583.9327034400001
[57, 104, 128, 31] - 548.4320867300005
[1, 57, 128, 31] - 543.8590011700006
[56, 57, 128, 31] - 545.1646054100003
[57, 128, 71, 31] - 547.9540046400004
[67, 57, 128, 31] - 548.4565808300008
[57, 128, 41, 31] - 555.5558645100003
[57, 38, 128, 31] - 546.1928938100004
[57, 128, 97, 31] - 547.3123983999997
[57, 128, 94, 31] - 549.6971457599999
[57, 36, 128, 31] - 553.6602991299995
[57, 90, 128, 31] - 550.5308116600004
[57, 5, 128] - 564.953176
[1, 57, 104, 128] - 575.2302510500011
[56, 57, 104, 128] - 576.8449117099992
[57, 104, 128, 71] - 642.2356736100007
[67, 57, 104, 128] - 642.9458840899997
[57, 104, 128, 41] - 555.4584824299998
[57, 38, 104, 128] - 578.4428001699993
[57, 104, 128, 97] - 644.34386567
[57, 104, 128, 94] - 641.9304398699987
[57, 36, 104, 128] - 648.7707031599997
[57, 104, 90, 128] - 646.6164131200009
[57, 128, 120] - 540.0307029999996
[56, 1, 57, 128] - 573.4237490900016
[1, 57, 128, 71] - 576.6804282899994
[67, 1, 57, 128] - 575.1535802500001
[1, 57, 128, 41] - 549.9115944199992
[1, 57, 38, 128] - 541.7042537000005
[1, 57, 128, 97] - 575.0677215599999
[1, 57, 128, 94] - 576.8755543199995
[1, 57, 36, 128] - 582.3786641300002
[1, 57, 90, 128] - 577.69622734
[56, 57, 128, 71] - 580.335017360001
[67, 56, 57, 128] - 578.5739312900002
[56, 57, 128, 41] - 551.9115633499994
[56, 57, 38, 128] - 543.5252147300004
[56, 57, 128, 97] - 578.754294579999
[56, 57, 128, 94] - 578.8370009700016
[56, 57, 36, 128] - 582.4329248400014
[56, 57, 90, 128] - 577.8327506000007
[67, 57, 128, 71] - 643.37101314
[57, 128, 71, 41] - 554.5762384399995
[57, 38, 128, 71] - 576.0041728700002
[57, 128, 71, 97] - 645.7226518699996
[57, 128, 71, 94] - 640.81167629
[57, 36, 128, 71] - 646.0564255800014
[57, 90, 128, 71] - 644.4004684400004
[67, 57, 128, 41] - 555.8669065299994
[67, 57, 38, 128] - 578.1047381499977
[67, 57, 128, 97] - 646.0425289700006
[67, 57, 128, 94] - 641.3318265899991
[67, 57, 36, 128] - 648.0634245400008
[67, 57, 90, 128] - 644.258730900001
[57, 38, 128, 41, 97] - 513.3789035694991
[57, 38, 128, 94, 41] - 514.6647013839004
[57, 36, 38, 128, 41] - 517.7183443371996
[57, 38, 90, 128, 41] - 513.4565745064018
[57, 128, 94, 41, 97] - 514.1099991523996
[57, 36, 128, 41, 97] - 516.8960081279997
[57, 90, 128, 41, 97] - 512.4854936330997
[57, 36, 128, 94, 41] - 518.862382101399
[57, 90, 128, 94, 41] - 514.7854411309
[57, 36, 90, 128, 41] - 517.9920181503004
[57, 38, 128, 94, 97] - 532.5005319961997
[57, 36, 38, 128, 97] - 536.5511208625004
[57, 38, 90, 128, 97] - 531.3704829888009
[57, 36, 38, 128, 94] - 537.4183654338998
[57, 38, 90, 128, 94] - 532.6553788868989
[57, 36, 38, 90, 128] - 537.4024199364999
[57, 36, 128, 94, 97] - 585.3375654532005
[57, 90, 128, 94, 97] - 582.1022716152002
[57, 36, 90, 128, 97] - 586.5953118774004
[57, 36, 90, 128, 94] - 587.3419358356011
[1, 104, 128, 31] - 544.4403301999996
[56, 104, 128, 31] - 545.54938373
[104, 128, 71, 31] - 549.5972513500001
[67, 104, 128, 31] - 549.2779278600005
[104, 128, 41, 31] - 556.1432121500006
[38, 104, 128, 31] - 548.2293005199992
[104, 128, 97, 31] - 548.1957551099996
[104, 128, 94, 31] - 549.4207993199999
[36, 104, 128, 31] - 555.6806296100007
[104, 90, 128, 31] - 553.1808065799984
[56, 1, 128, 31] - 540.1986462700002
[1, 128, 71, 31] - 544.0599358799996
[67, 1, 128, 31] - 558.2254377999998
[1, 128, 41, 31] - 549.8736248800002
[1, 38, 128, 31] - 557.2196932299993
[1, 128, 97, 31] - 557.3365070399997
[1, 128, 94, 31] - 559.0214705699995
[1, 36, 128, 31] - 566.1529858399999
[1, 90, 128, 31] - 562.7075871200001
[56, 128, 71, 31] - 546.7653160599991
[67, 56, 128, 31] - 546.6170087499999
[56, 128, 41, 31] - 551.5569263600012
[56, 38, 128, 31] - 543.0412427200004
[56, 128, 97, 31] - 545.3492875600004
[56, 128, 94, 31] - 545.3057050699999
[56, 36, 128, 31] - 550.2374036600006
[56, 90, 128, 31] - 546.6334029300011
[67, 128, 71, 31] - 550.0645086999997
[128, 71, 41, 31] - 554.2263974300006
[38, 128, 71, 31] - 545.6303007899998
[128, 71, 97, 31] - 549.386026110001
[128, 71, 94, 31] - 548.9674171099997
[36, 128, 71, 31] - 553.6188815400006
[90, 128, 71, 31] - 550.8882423200007
[67, 128, 41, 31] - 555.2670980500001
[67, 38, 128, 31] - 561.6178521799995
[67, 128, 97, 31] - 563.2255012600006
[67, 128, 94, 31] - 562.2302155199989
[67, 36, 128, 31] - 568.21477172
[67, 90, 128, 31] - 565.2303605799999
[38, 128, 41, 31] - 553.2472993300001
[128, 41, 97, 31] - 554.2388202700012
[128, 94, 41, 31] - 554.7238748799995
[36, 128, 41, 31] - 560.1177851799995
[90, 128, 41, 31] - 557.4011875699989
[38, 128, 97, 31] - 569.8276906199998
[38, 128, 94, 31] - 571.5749492
[36, 38, 128, 31] - 577.31672311
[38, 90, 128, 31] - 574.8005496600007
[128, 94, 31, 97] - 571.2154798800008
[36, 128, 31, 97] - 576.8406330299993
[90, 128, 31, 97] - 573.6069475500002
[36, 128, 94, 31] - 579.9604794000003
[90, 128, 94, 31] - 577.0917152200001
[36, 90, 128, 31] - 582.6638547999999
[5, 128, 71] - 510.4751939999998
[67, 5, 128] - 522.7950949999998
[38, 5, 128] - 602.7451950000004
[5, 128, 97] - 657.8132109999987
[5, 128, 94] - 664.4497360000007
[36, 5, 128] - 667.1426890000006
[5, 90, 128] - 669.0754179999993
[24, 2, 128] - 539.9824120000003
[2, 128, 97] - 520.265434999999
[2, 128, 94] - 539.3190289999997
[2, 36, 128] - 526.5392949999999
[2, 90, 128] - 540.3418389999999
[56, 1, 104, 128] - 572.3579975099998
[1, 104, 128, 71] - 577.245554179999
[67, 1, 104, 128] - 574.3264089100003
[1, 104, 128, 41] - 549.6774185299997
[1, 38, 104, 128] - 542.8345716600006
[1, 104, 128, 97] - 574.4197452599999
[1, 104, 128, 94] - 575.3232606400004
[1, 36, 104, 128] - 582.9737237000007
[1, 104, 90, 128] - 578.69785128
[56, 104, 128, 71] - 580.1947812100004
[67, 56, 104, 128] - 577.6429443299992
[56, 104, 128, 41] - 551.7573559599992
[56, 38, 104, 128] - 544.7619511900002
[56, 104, 128, 97] - 578.0317810900016
[56, 104, 128, 94] - 576.6986911799999
[56, 36, 104, 128] - 582.7157411000005
[56, 104, 90, 128] - 578.6873634599997
[67, 104, 128, 71] - 643.363863799999
[104, 128, 71, 41] - 555.4368248100003
[38, 104, 128, 71] - 578.2611951099992
[104, 128, 71, 97] - 645.7669025700008
[104, 128, 71, 94] - 639.5924381300006
[36, 104, 128, 71] - 647.2231687399996
[104, 90, 128, 71] - 645.8744300400001
[67, 104, 128, 41] - 556.06497582
[67, 38, 104, 128] - 579.7270043300009
[67, 104, 128, 97] - 645.6513008000007
[67, 104, 128, 94] - 639.2671194200009
[67, 36, 104, 128] - 648.4608828400018
[67, 104, 90, 128] - 645.5945788300005
[38, 104, 128, 41] - 554.8508304100005
[104, 128, 41, 97] - 554.7428684999998
[104, 128, 94, 41] - 554.2170148699986
[36, 104, 128, 41] - 561.0987875600003
[104, 90, 128, 41] - 557.88174584
[104, 38, 128, 97] - 579.2823879200005
[104, 38, 128, 94] - 576.9603482400006
[36, 104, 38, 128] - 585.5029269899989
[104, 38, 90, 128] - 581.8316220200002
[104, 128, 94, 97] - 640.9941186700017
[36, 104, 128, 97] - 649.4892219600006
[104, 90, 128, 97] - 646.8238362899993
[36, 104, 128, 94] - 646.6226892499996
[104, 90, 128, 94] - 644.2648945399998
[36, 104, 90, 128] - 653.7043788500009
[56, 128, 120] - 650.2648400000007
[128, 71, 120] - 566.2731789999992
[67, 128, 120] - 580.6465499999985
[38, 128, 97, 120] - 549.6855983599997
[38, 128, 94, 120] - 551.0647078300002
[36, 38, 128, 120] - 551.6162761800003
[38, 90, 128, 120] - 552.1548763100002
[128, 94, 97, 120] - 599.4993581299985
[36, 128, 97, 120] - 599.8105386099994
[90, 128, 97, 120] - 600.6045372099994
[36, 128, 94, 120] - 600.7569371400008
[90, 128, 94, 120] - 602.1511323500007
[36, 90, 128, 120] - 603.4018519900006
[1, 56, 128, 71] - 575.7180914500011
[67, 1, 56, 128] - 572.9702691600005
[1, 56, 128, 41] - 545.2479516900004
[1, 56, 38, 128] - 537.9996591900012
[1, 56, 128, 97] - 573.6001267999997
[1, 56, 128, 94] - 572.3616976399998
[1, 56, 36, 128] - 578.7360411999996
[1, 56, 90, 128] - 573.4770629500002
[67, 1, 128, 71] - 576.764488790001
[1, 128, 71, 41] - 548.732749359999
[1, 38, 128, 71] - 541.1888708300002
[1, 128, 71, 97] - 577.7031365900017
[1, 128, 71, 94] - 576.41875426
[1, 36, 128, 71] - 582.4006960999998
[1, 90, 128, 71] - 578.1222572400007
[1, 67, 128, 41] - 548.9013790099999
[1, 67, 38, 128] - 557.0179742999993
[1, 67, 128, 97] - 590.0403436999995
[1, 67, 128, 94] - 587.8208946000009
[1, 67, 36, 128] - 595.6871235800004
[1, 67, 90, 128] - 590.5136839400002
[1, 38, 128, 41] - 547.1020772399992
[1, 128, 41, 97] - 547.9442490800004
[1, 128, 94, 41] - 547.5679032900002
[1, 36, 128, 41] - 555.1238359599998
[1, 90, 128, 41] - 550.8086135200006
[1, 38, 128, 97] - 555.4560429599993
[1, 38, 128, 94] - 555.8493442400008
[1, 36, 38, 128] - 564.6281336199995
[1, 38, 90, 128] - 559.4265613199997
[1, 128, 94, 97] - 588.6680598199998
[1, 36, 128, 97] - 596.3939121399998
[1, 90, 128, 97] - 590.5994873099997
[1, 36, 128, 94] - 598.3366051299998
[1, 90, 128, 94] - 592.921679110001
[1, 36, 90, 128] - 600.698550250001
[88, 128, 97] - 512.4449050000001
[88, 36, 128] - 511.27118099999933
[88, 90, 128] - 507.762776000001
[79, 128, 97] - 521.2656099999998
[79, 128, 94] - 518.0171109999997
[79, 36, 128] - 517.9378689999999
[79, 90, 128] - 518.7908530000004
[67, 56, 128, 71] - 625.9963469000003
[56, 128, 71, 41] - 552.3822765600005
[56, 38, 128, 71] - 634.2834237200005
[56, 36, 128, 71, 97] - 506.91735821030034
[56, 128, 71, 94] - 668.9097447000007
[56, 36, 90, 128, 71] - 506.2040287960006
[56, 67, 128, 41] - 552.9561582900006
[56, 67, 38, 128] - 636.4249738999995
[56, 67, 36, 128, 97] - 506.55154566659996
[56, 67, 36, 128, 94] - 505.52229455309964
[56, 67, 36, 90, 128] - 505.04207929859984
[56, 38, 128, 41] - 549.2665014600005
[56, 128, 41, 97] - 551.9090927299999
[56, 128, 94, 41] - 549.6660648199993
[56, 36, 128, 41] - 555.5613360899993
[56, 90, 128, 41] - 551.2163660900013
[56, 38, 128, 94, 97] - 543.8236739346984
[56, 36, 38, 128, 97] - 548.6264196974997
[56, 38, 90, 128, 97] - 544.6556656293998
[56, 36, 38, 128, 94] - 546.1061420556
[56, 38, 90, 128, 94] - 542.9421150980004
[56, 36, 38, 90, 128] - 547.7143136226001
[56, 36, 128, 94, 97] - 574.3965267779002
[56, 90, 128, 94, 97] - 571.2254793783998
[56, 36, 90, 128, 97] - 574.829917968301
[56, 36, 90, 128, 94] - 574.2326928342017
[24, 38, 128] - 519.4898309999996
[24, 128, 97] - 539.9586520000008
[24, 128, 94] - 561.3323209999999
[24, 36, 128] - 549.0487360000004
[24, 90, 128] - 564.447343
[67, 128, 71, 41] - 556.0904631899995
[67, 38, 128, 71] - 622.3296175699998
[67, 128, 71, 94, 97] - 515.2160148255996
[67, 36, 128, 71, 97] - 520.6656967081003
[67, 90, 128, 71, 97] - 518.9407998503001
[67, 36, 128, 71, 94] - 515.7158838426994
[67, 90, 128, 71, 94] - 514.1599897495003
[67, 36, 90, 128, 71] - 520.0882277993003
[38, 128, 71, 41] - 551.7000172399993
[128, 71, 41, 97] - 555.6281832899997
[128, 71, 94, 41] - 553.1917882399996
[36, 128, 71, 41] - 558.9098766600002
[90, 128, 71, 41] - 555.0325834600002
[38, 128, 71, 97] - 668.5907889399991
[38, 128, 71, 94] - 661.4244864899989
[36, 38, 128, 71] - 668.6155420399995
[38, 90, 128, 71] - 666.0897441999995
