Total itemsets found: 2086
Elapsed time: 3009ms
[21] - 784.9200000000006
[22] - 805.0400000000008
[44] - 834.740000000001
[125] - 857.2100000000006
[94, 53] - 689.4254999999996
[36, 53] - 693.7727999999994
[90, 53] - 697.5183999999995
[110, 102] - 725.5379999999996
[102, 29] - 726.8570000000004
[102, 70] - 729.3798999999996
[66, 102] - 731.9170000000004
[55, 102] - 725.2176999999995
[57, 102] - 728.9662
[2, 102] - 731.7608999999985
[24, 102] - 725.3585999999991
[102, 41] - 723.2547999999995
[102, 38] - 728.6277000000002
[102, 97] - 725.7515999999995
[102, 94] - 732.2725000000002
[36, 102] - 726.0604000000001
[102, 90] - 725.0941999999992
[88, 60] - 772.7486
[79, 60] - 770.3571000000004
[60, 97] - 768.8288000000006
[60, 94] - 766.8702999999998
[36, 60] - 768.1294999999997
[90, 60] - 763.7903999999997
[88, 119] - 770.7029000000014
[79, 119] - 775.2610999999998
[119, 97] - 686.1768999999998
[119, 94] - 772.7680999999999
[36, 119] - 775.5482000000003
[90, 119] - 775.397
[56, 20] - 804.742999999999
[38, 20] - 826.8418
[97, 20] - 808.1379999999996
[94, 20] - 838.898699999999
[36, 20] - 839.8923999999994
[90, 20] - 850.2203000000007
[50, 41] - 771.4913999999992
[50, 97] - 823.6581999999994
[94, 50] - 875.5846999999984
[36, 50] - 882.6211999999994
[90, 50] - 880.1351999999995
[122, 39] - 733.2677000000016
[39, 31] - 794.932299999998
[1, 39] - 836.0715999999987
[88, 39] - 854.6797999999983
[79, 39] - 892.5987000000008
[24, 39] - 847.0005000000007
[39, 41] - 734.1479
[39, 97] - 735.3602999999997
[39, 94] - 891.2456999999991
[36, 39] - 890.2046999999995
[39, 90] - 892.7048000000003
[110, 29] - 887.977899999999
[110, 70] - 726.4951999999995
[66, 110] - 728.8280999999989
[55, 110] - 753.0132999999987
[110, 57] - 885.422999999999
[110, 2] - 893.1761999999995
[110, 24] - 750.1888999999999
[110, 41] - 879.6183
[88, 67, 38, 94] - 791.7715073299988
[88, 67, 36, 38] - 806.5625778999996
[88, 67, 38, 90] - 802.6965740600012
[88, 67, 36, 94, 97] - 721.1814098016006
[88, 67, 90, 94, 97] - 721.0234679016987
[88, 67, 36, 90, 97] - 730.454571033698
[88, 67, 36, 90, 94] - 807.0178140614995
[88, 38, 41] - 740.6703000000015
[88, 94, 41, 97] - 822.0944148400015
[88, 36, 41, 97] - 825.2049641600009
[88, 90, 41, 97] - 818.3604466000006
[88, 36, 90, 94, 41] - 733.146085819299
[88, 36, 38, 94, 97] - 693.5679305470995
[88, 38, 90, 94, 97] - 685.0665570501003
[88, 36, 38, 90, 97] - 699.0618356249983
[88, 36, 38, 90, 94] - 738.4277028635007
[88, 36, 90, 94, 97] - 989.1533013303991
[56, 24, 79] - 800.2322179999998
[56, 79, 71] - 747.5699829999985
[67, 56, 79] - 733.32191
[56, 79, 41] - 792.771075000001
[56, 79, 38] - 729.2684049999998
[56, 79, 36, 94, 97] - 676.0640722908016
[56, 79, 90, 97] - 894.0664994500002
[56, 79, 90, 94] - 896.4016649600012
[56, 79, 36, 90] - 894.0720135199994
[79, 24, 94, 97] - 742.37452313
[79, 24, 36, 97] - 741.9916343800007
[79, 24, 90, 97] - 738.4025573100021
[79, 24, 36, 94] - 829.7552903300019
[79, 24, 90, 94] - 828.4434550599995
[79, 24, 36, 90] - 828.4113123999988
[67, 79, 71, 97] - 722.1669727999993
[67, 79, 71, 94] - 807.1857265200007
[67, 79, 36, 71] - 814.8514022300006
[67, 79, 90, 71] - 819.3288364199985
[79, 71, 41] - 882.8269189999977
[79, 38, 71, 94] - 727.3976831900002
[79, 36, 38, 71] - 734.9503065900013
[79, 38, 90, 71] - 736.0187897399992
[79, 36, 71, 94, 97] - 676.2056919177993
[79, 90, 71, 94, 97] - 675.7036325012018
[79, 36, 90, 71, 97] - 680.4603816371005
[79, 36, 90, 71, 94] - 762.0007783159994
[67, 79, 94, 41] - 717.6501639800001
[67, 79, 36, 41] - 717.5578643200001
[67, 79, 90, 41] - 723.7833076499993
[67, 79, 38, 97] - 736.0284815099999
[67, 79, 38, 94] - 798.3150135899989
[67, 79, 36, 38] - 807.3816261700003
[67, 79, 38, 90] - 807.3449458899996
[67, 79, 36, 94, 97] - 725.9121989077016
[67, 79, 90, 94, 97] - 728.214176491099
[67, 79, 36, 90, 97] - 732.6257954804
[67, 79, 36, 90, 94] - 812.8436780573985
[79, 38, 41] - 745.665378
[79, 94, 41, 97] - 815.9831931199998
[79, 36, 41, 97] - 813.2887500700011
[79, 90, 41, 97] - 813.6503362300011
[79, 36, 90, 94, 41] - 730.4949816535006
[79, 36, 38, 94, 97] - 699.4721196798007
[79, 38, 90, 94, 97] - 695.6150945557988
[79, 36, 38, 90, 97] - 704.593668926199
[79, 36, 38, 90, 94] - 748.7956234921999
[79, 36, 90, 94, 97] - 1006.639682614599
[56, 24, 38] - 724.6529139999992
[56, 24, 94, 97] - 880.9347262999979
[56, 24, 36, 97] - 878.8029080399989
[56, 24, 90, 97] - 877.0390646400011
[56, 24, 36, 94] - 875.2397483100016
[56, 24, 90, 94] - 874.2417747900018
[56, 24, 36, 90] - 871.3697586300013
[56, 67, 38, 71] - 703.4662335399994
[56, 67, 71, 97] - 817.7736066099994
[56, 67, 71, 94] - 817.2885922799999
[56, 67, 36, 71] - 821.2328580699997
[56, 67, 90, 71] - 820.9268063999995
[56, 71, 41, 97] - 756.3943608100005
[56, 71, 94, 41] - 756.2732886099976
[56, 36, 71, 41] - 763.1318964099986
[56, 90, 71, 41] - 754.4136428300002
[56, 38, 71, 97] - 860.820069589999
[56, 38, 71, 94] - 857.5011303000008
[56, 36, 38, 71] - 862.4466419099999
[56, 38, 90, 71] - 860.5859395200008
[56, 36, 71, 94, 97] - 797.046528636501
[56, 90, 71, 94, 97] - 792.7924510132987
[56, 36, 90, 71, 97] - 796.7986939418994
[56, 36, 90, 71, 94] - 797.0368260692978
[56, 67, 41, 97] - 755.1793215499993
[56, 67, 94, 41] - 756.5965723099996
[56, 67, 36, 41] - 757.5525385900017
[56, 67, 90, 41] - 756.9020806500007
[56, 67, 38, 97] - 859.7631887199992
[56, 67, 38, 94] - 858.3935227100003
[56, 67, 36, 38] - 862.5645554399987
[56, 67, 38, 90] - 861.0304805300009
[56, 67, 36, 94, 97] - 789.6430198553005
[56, 67, 90, 94, 97] - 790.1165466108997
[56, 67, 36, 90, 97] - 790.8569674754006
[56, 67, 36, 90, 94] - 791.8054342046997
[56, 38, 41] - 850.4341610000016
[56, 36, 94, 41, 97] - 723.1550885010993
[56, 90, 94, 41, 97] - 718.9133533247009
[56, 36, 90, 41, 97] - 719.9585967349976
[56, 36, 90, 94, 41] - 720.945497960999
[56, 36, 38, 94, 97] - 887.1964968730009
[56, 38, 90, 94, 97] - 882.3019191591
[56, 36, 38, 90, 97] - 888.1219776886022
[56, 36, 38, 90, 94] - 886.3087595829988
[56, 36, 90, 94, 97] - 1156.3640393047042
[24, 71, 97] - 798.092285999998
[24, 71, 94] - 766.7162000000001
[24, 36, 71] - 769.3996729999991
[24, 90, 71] - 854.9214670000015
[67, 24, 97] - 828.2347420000016
[67, 24, 94] - 797.5679850000006
[67, 24, 36] - 797.4245169999989
[67, 24, 90] - 888.1779990000003
[24, 94, 41, 97] - 733.7682319099993
[24, 36, 41, 97] - 726.6085049600007
[24, 90, 41, 97] - 790.5165372999999
[24, 36, 94, 41] - 831.9748089100002
[24, 90, 94, 41] - 843.170883220001
[24, 36, 90, 41] - 829.6741066699997
[24, 36, 38, 94, 97] - 777.3534442150004
[24, 38, 90, 94, 97] - 778.6685548059007
[24, 36, 38, 90, 97] - 778.9476359870995
[24, 36, 38, 90, 94] - 786.9245325493999
[24, 36, 90, 94, 97] - 1066.9958359149018
[67, 38, 71, 41] - 896.5429870100019
[67, 71, 41, 97] - 883.5967350100008
[67, 36, 71, 94, 41] - 704.2653916531999
[67, 90, 71, 94, 41] - 700.1103001115995
[67, 36, 90, 71, 41] - 710.4266291562991
[67, 38, 71, 94, 97] - 749.511459821601
[67, 36, 38, 71, 97] - 758.9581224975985
[67, 38, 90, 71, 97] - 804.8508945184999
[67, 36, 38, 71, 94] - 822.1357829498016
[67, 38, 90, 71, 94] - 819.1444419820995
[67, 36, 38, 90, 71] - 832.6979090836024
[67, 36, 71, 94, 97] - 867.3350142327987
[67, 90, 71, 94, 97] - 866.3595953304012
[67, 36, 90, 71, 97] - 877.6636270198994
[67, 36, 90, 71, 94] - 958.0669011477992
[38, 71, 41, 97] - 821.378749270001
[38, 71, 94, 41] - 846.2486198200004
[36, 38, 71, 41] - 858.2064990000008
[38, 90, 71, 41] - 915.1397472000007
[36, 71, 94, 41, 97] - 692.3532443570016
[90, 71, 94, 41, 97] - 685.7908094925006
[36, 90, 71, 41, 97] - 693.2659624179001
[36, 90, 71, 94, 41] - 795.9029545881986
[36, 38, 71, 94, 97] - 873.1572036015037
[38, 90, 71, 94, 97] - 869.6807252746017
[36, 38, 90, 71, 97] - 880.5593340694006
[36, 38, 90, 71, 94] - 943.0727153448015
[36, 90, 71, 94, 97] - 1056.0303834136014
[67, 38, 41, 97] - 879.992998240001
[67, 36, 38, 94, 41] - 687.0186802835985
[67, 38, 90, 94, 41] - 682.8295194348985
[67, 36, 38, 90, 41] - 691.7587099278004
[67, 36, 94, 41, 97] - 733.4713993293018
[67, 90, 94, 41, 97] - 732.2288325290021
[67, 36, 90, 41, 97] - 736.1807583844004
[67, 36, 90, 94, 41] - 841.5068848457998
[67, 36, 38, 90, 94, 97] - 697.611437390812
[36, 38, 90, 94, 41, 97] - 711.9453735611913
